 Scan The fastest combinaison 32

 MKL_NUM_THREADS=32 OMP_NUM_THREADS=32




Feast 3.0:  image size = 32 X 32  ,   # Sub-Intervals= 1

| Sub-Intervals| 		| -1.08 -- 0 |
| List M0 |   		          | 597 |


Parallel Feast Double

h 	 gm 	 fe 	 Emin 	 Emax 	 M0 	 #cnt 	 ratio 	 Meth 	 eps 	 PSNR0  	 PSNR 	 eig(s) 	 Split(s) 	 Total(s) 	 #iter 	 Nh % 	 info	 store_fact 	 cnvgce_trace_Resdl 	 guess_M0 % 	  Run_Q_M0
0.260	0.500	1.000	-1.082	0.000	477	  8	 100	0	12	 inf	   25.132	   3.758	   0.646	  4.418	 2	477	3	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  8	 100	0	12	 inf	   25.132	   3.756	   0.645	  4.415	 2	477	3	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  8	 100	1	6	 inf	   26.810	   4.134	   0.640	  4.787	 2	477	3	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  8	 100	1	6	 inf	   26.810	   4.156	   0.641	  4.811	 2	477	3	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  8	 100	1	6	 inf	   26.810	   3.774	   0.643	  4.431	 2	477	3	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  8	 100	1	6	 inf	   26.810	   3.764	   0.642	  4.420	 2	477	3	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  8	 100	1	12	 inf	   26.810	   4.128	   0.650	  4.792	 2	477	3	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  8	 100	1	12	 inf	   26.810	   4.149	   0.648	  4.811	 2	477	3	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  8	 100	1	12	 inf	   26.810	   3.780	   0.642	  4.436	 2	477	3	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  8	 100	1	12	 inf	   26.810	   3.755	   0.649	  4.418	 2	477	3	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  8	 100	2	6	 inf	   24.591	   3.510	   0.642	  4.166	 2	477	3	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  8	 100	2	6	 inf	   24.591	   3.570	   0.642	  4.225	 2	477	3	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  8	 100	2	6	 inf	   24.591	   3.335	   0.647	  3.996	 2	477	3	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  8	 100	2	6	 inf	   24.591	   3.198	   0.648	  3.859	 2	477	3	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  8	 100	2	12	 inf	   24.591	   4.142	   0.641	  4.797	 2	477	3	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  8	 100	2	12	 inf	   24.591	   4.147	   0.643	  4.805	 2	477	3	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  8	 100	2	12	 inf	   24.591	   3.781	   0.646	  4.441	 2	477	3	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  8	 100	2	12	 inf	   24.591	   3.759	   0.640	  4.413	 2	477	3	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	0	6	 inf	   19.141	   58.840	   0.647	  59.501	 20	435	2	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	0	6	 inf	   19.141	   59.191	   0.645	  59.853	 20	435	2	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	0	6	 inf	   19.141	   34.877	   0.646	  35.540	 20	435	2	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	0	6	 inf	   19.141	   34.951	   0.651	  35.620	 20	435	2	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	0	12	 inf	   19.141	   59.036	   0.647	  59.700	 20	435	2	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	0	12	 inf	   19.141	   58.965	   0.650	  59.632	 20	435	2	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	0	12	 inf	   19.141	   34.888	   0.651	  35.556	 20	435	2	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	0	12	 inf	   19.141	   30.789	   0.648	  31.454	 20	435	2	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	1	6	 inf	   19.623	   56.131	   0.642	  56.790	 20	416	2	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	1	6	 inf	   19.623	   58.830	   0.642	  59.489	 20	416	2	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	1	6	 inf	   19.623	   34.911	   0.647	  35.576	 20	416	2	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	1	6	 inf	   19.623	   34.966	   0.643	  35.626	 20	416	2	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	1	12	 inf	   19.623	   58.822	   0.649	  59.488	 20	416	2	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	1	12	 inf	   19.623	   58.970	   0.642	  59.629	 20	416	2	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	1	12	 inf	   19.623	   34.910	   0.644	  35.572	 20	416	2	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	1	12	 inf	   19.623	   34.959	   0.644	  35.620	 20	416	2	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	2	6	 inf	   24.603	   8.409	   0.648	  9.074	 2	477	3	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	2	6	 inf	   24.603	   8.530	   0.640	  9.184	 2	477	3	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	2	6	 inf	   24.603	   6.128	   0.639	  6.781	 2	477	3	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	2	6	 inf	   24.603	   6.004	   0.643	  6.660	 2	477	3	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	2	12	 inf	   24.603	   7.994	   0.649	  8.657	 2	477	3	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	2	12	 inf	   24.603	   8.093	   0.637	  8.744	 2	477	3	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	2	12	 inf	   24.603	   5.520	   0.641	  6.175	 2	477	3	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 1	2	12	 inf	   24.603	   5.468	   0.641	  6.123	 2	477	3	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	0	6	 inf	   24.600	   8.498	   0.636	  9.149	 2	477	3	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	0	6	 inf	   24.600	   8.376	   0.648	  9.038	 2	477	3	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	0	6	 inf	   24.600	   6.108	   0.646	  6.768	 2	477	3	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	0	6	 inf	   24.600	   5.997	   0.641	  6.652	 2	477	3	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	0	12	 inf	   24.600	   8.372	   0.643	  9.028	 2	477	3	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	0	12	 inf	   24.600	   8.513	   0.644	  9.171	 2	477	3	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	0	12	 inf	   24.600	   5.993	   0.643	  6.651	 2	477	3	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	0	12	 inf	   24.600	   6.103	   0.647	  6.764	 2	477	3	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	1	6	 inf	   24.922	   8.396	   0.650	  9.060	 2	477	3	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	1	6	 inf	   24.922	   8.518	   0.649	  9.181	 2	477	3	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	1	6	 inf	   24.922	   6.133	   0.648	  6.795	 2	477	3	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	1	6	 inf	   24.922	   6.073	   0.646	  6.732	 2	477	3	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	1	12	 inf	   24.922	   8.121	   0.640	  8.775	 2	477	3	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	1	12	 inf	   24.922	   8.498	   0.643	  9.155	 2	477	3	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	1	12	 inf	   24.922	   5.992	   0.640	  6.646	 2	477	3	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	1	12	 inf	   24.922	   6.102	   0.647	  6.764	 2	477	3	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	2	6	 inf	   24.603	   8.417	   0.648	  9.080	 2	477	3	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	2	6	 inf	   24.603	   8.520	   0.648	  9.182	 2	477	3	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	2	6	 inf	   24.603	   6.124	   0.646	  6.783	 2	477	3	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	2	6	 inf	   24.603	   6.150	   0.648	  6.812	 2	477	3	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	2	12	 inf	   24.603	   8.428	   0.639	  9.081	 2	477	3	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	2	12	 inf	   24.603	   8.534	   0.648	  9.196	 2	477	3	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	2	12	 inf	   24.603	   6.117	   0.649	  6.780	 2	477	3	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	477	  56	 100	2	12	 inf	   24.603	   6.147	   0.637	  6.798	 2	477	3	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	0	6	 inf	   47.917	   5.060	   0.643	  5.721	 1	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	0	6	 inf	   47.917	   4.025	   0.640	  4.686	 1	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	0	6	 inf	   47.917	   3.893	   0.638	  4.552	 1	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	0	6	 inf	   47.917	   3.844	   0.635	  4.499	 1	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	0	12	 inf	   47.917	   6.059	   0.640	  6.719	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	0	12	 inf	   47.917	   6.037	   0.634	  6.693	 2	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	0	12	 inf	   47.917	   5.751	   0.636	  6.408	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	0	12	 inf	   47.917	   5.739	   0.636	  6.397	 2	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	1	6	 inf	   47.917	   4.066	   0.644	  4.731	 1	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	1	6	 inf	   47.917	   4.058	   0.641	  4.720	 1	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	1	6	 inf	   47.917	   3.885	   0.639	  4.545	 1	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	1	6	 inf	   47.917	   3.935	   0.647	  4.604	 1	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	1	12	 inf	   47.917	   6.046	   0.642	  6.709	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	1	12	 inf	   47.917	   6.045	   0.645	  6.711	 2	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	1	12	 inf	   47.917	   5.705	   0.648	  6.375	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	1	12	 inf	   47.917	   5.697	   0.643	  6.362	 2	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	2	6	 inf	   47.917	   8.041	   0.640	  8.703	 3	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	2	6	 inf	   47.917	   8.047	   0.644	  8.713	 3	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	2	6	 inf	   47.917	   7.551	   0.646	  8.218	 3	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	2	6	 inf	   47.917	   7.519	   0.643	  8.183	 3	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	2	12	 inf	   47.917	   10.088	   0.642	  10.751	 4	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	2	12	 inf	   47.917	   12.042	   0.644	  12.707	 5	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	2	12	 inf	   47.917	   9.354	   0.649	  10.024	 4	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 1	2	12	 inf	   47.917	   11.147	   0.648	  11.817	 5	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	0	6	 inf	   47.917	   6.056	   0.640	  6.717	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	0	6	 inf	   47.917	   6.042	   0.642	  6.706	 2	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	0	6	 inf	   47.917	   5.733	   0.648	  6.402	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	0	6	 inf	   47.917	   5.689	   0.643	  6.353	 2	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	0	12	 inf	   47.917	   8.020	   0.648	  8.689	 3	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	0	12	 inf	   47.917	   10.083	   0.641	  10.746	 4	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	0	12	 inf	   47.917	   7.540	   0.643	  8.204	 3	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	0	12	 inf	   47.917	   9.353	   0.641	  10.016	 4	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	1	6	 inf	   47.917	   8.118	   0.641	  8.781	 3	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	1	6	 inf	   47.917	   8.063	   0.645	  8.729	 3	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	1	6	 inf	   47.917	   7.537	   0.650	  8.209	 3	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	1	6	 inf	   47.917	   7.537	   0.644	  8.202	 3	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	1	12	 inf	   47.917	   12.084	   0.644	  12.750	 5	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	1	12	 inf	   47.917	   18.140	   0.659	  18.821	 8	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	1	12	 inf	   47.917	   11.162	   0.645	  11.829	 5	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	1	12	 inf	   47.917	   16.644	   0.642	  17.306	 8	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	2	6	 inf	   47.917	   8.041	   0.649	  8.711	 3	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	2	6	 inf	   47.917	   8.037	   0.641	  8.700	 3	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	2	6	 inf	   47.917	   7.482	   0.643	  8.146	 3	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	2	6	 inf	   47.917	   7.542	   0.641	  8.204	 3	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	2	12	 inf	   47.917	   10.035	   0.640	  10.697	 4	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	2	12	 inf	   47.917	   12.062	   0.643	  12.726	 5	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	2	12	 inf	   47.917	   9.358	   0.648	  10.027	 4	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  8	 100	2	12	 inf	   47.917	   11.200	   0.646	  11.867	 5	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	0	6	 inf	   47.917	   6.705	   0.647	  7.373	 1	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	0	6	 inf	   47.917	   9.840	   0.644	  10.505	 2	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	0	6	 inf	   47.917	   5.482	   0.649	  6.152	 1	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	0	6	 inf	   47.917	   3.593	   0.645	  4.260	 0	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	0	12	 inf	   47.917	   9.888	   0.647	  10.557	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	0	12	 inf	   47.917	   6.721	   0.647	  7.389	 1	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	0	12	 inf	   47.917	   7.414	   0.645	  8.080	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	0	12	 inf	   47.917	   5.519	   0.646	  6.187	 1	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	1	6	 inf	   47.917	   6.745	   0.645	  7.411	 1	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	1	6	 inf	   47.917	   6.749	   0.646	  7.416	 1	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	1	6	 inf	   47.917	   5.584	   0.650	  6.255	 1	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	1	6	 inf	   47.917	   5.554	   0.645	  6.220	 1	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	1	12	 inf	   47.917	   9.936	   0.643	  10.600	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	1	12	 inf	   47.917	   9.951	   0.649	  10.621	 2	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	1	12	 inf	   47.917	   7.550	   0.649	  8.220	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	1	12	 inf	   47.917	   5.559	   0.645	  6.225	 1	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	2	6	 inf	   47.917	   6.667	   0.645	  7.334	 1	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	2	6	 inf	   47.917	   3.473	   0.643	  4.138	 0	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	2	6	 inf	   47.917	   5.485	   0.640	  6.147	 1	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	2	6	 inf	   47.917	   3.586	   0.647	  4.254	 0	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	2	12	 inf	   47.917	   9.769	   0.649	  10.440	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	2	12	 inf	   47.917	   6.648	   0.644	  7.313	 1	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	2	12	 inf	   47.917	   7.391	   0.648	  8.060	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 1	2	12	 inf	   47.917	   7.448	   0.648	  8.118	 2	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 100	0	6	 inf	   47.917	   10.063	   0.649	  10.734	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 100	0	6	 inf	   47.917	   3.561	   0.642	  4.225	 0	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 100	0	6	 inf	   47.917	   7.574	   0.650	  8.246	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 100	0	6	 inf	   47.917	   5.560	   0.647	  6.229	 1	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 100	0	12	 inf	   47.917	   10.054	   0.644	  10.720	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 100	0	12	 inf	   47.917	   6.774	   0.648	  7.443	 1	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 100	0	12	 inf	   47.917	   7.585	   0.642	  8.248	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 100	0	12	 inf	   47.917	   5.571	   0.642	  6.235	 1	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	716	  56	 100	1	6	 inf	   47.917	   10.569	   0.649	  11.239	 2	571	0	0	0	0	0
