 Scan The fastest combinaison 32

 MKL_NUM_THREADS=32 OMP_NUM_THREADS=32




Feast 3.0:  image size = 32 X 32  ,   # Sub-Intervals= 1

| Sub-Intervals| 		| -1.08 -- 0 |
| List M0 |   		          | 597 |


Parallel Feast Double

h 	 gm 	 fe 	 Emin 	 Emax 	 M0 	 #cnt 	 ratio 	 Meth 	 eps 	 PSNR0  	 PSNR 	 eig(s) 	 Split(s) 	 Total(s) 	 #iter 	 Nh % 	 info	 store_fact 	 cnvgce_trace_Resdl 	 guess_M0 % 	  Run_Q_M0
0.260	0.500	1.000	-1.082	0.000	597	  56	 100	0	12	 inf	   47.917	   7.365	   0.653	  8.040	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	597	  56	 100	0	12	 inf	   47.917	   5.351	   0.654	  6.026	 1	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	597	  56	 100	1	6	 inf	   47.917	   9.807	   0.652	  10.481	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	597	  56	 100	1	6	 inf	   47.917	   13.092	   0.648	  13.760	 3	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	597	  56	 100	1	6	 inf	   47.917	   7.351	   0.649	  8.022	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	597	  56	 100	1	6	 inf	   47.917	   9.358	   0.651	  10.031	 3	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	597	  56	 100	1	12	 inf	   47.917	   16.310	   0.651	  16.984	 4	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	597	  56	 100	1	12	 inf	   47.917	   19.610	   0.649	  20.280	 5	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	597	  56	 100	1	12	 inf	   47.917	   11.315	   0.648	  11.985	 4	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	597	  56	 100	1	12	 inf	   47.917	   13.343	   0.647	  14.011	 5	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	597	  56	 100	2	6	 inf	   47.917	   6.414	   0.648	  7.083	 1	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	597	  56	 100	2	6	 inf	   47.917	   3.271	   0.648	  3.941	 0	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	597	  56	 100	2	6	 inf	   47.917	   5.183	   0.649	  5.854	 1	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	597	  56	 100	2	6	 inf	   47.917	   5.218	   0.647	  5.887	 1	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	597	  56	 100	2	12	 inf	   47.917	   6.431	   0.650	  7.103	 1	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	597	  56	 100	2	12	 inf	   47.917	   9.620	   0.649	  10.291	 2	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	597	  56	 100	2	12	 inf	   47.917	   7.221	   0.650	  7.892	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	597	  56	 100	2	12	 inf	   47.917	   5.303	   0.649	  5.974	 1	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	0	6	 inf	   47.917	   6.677	   0.649	  7.347	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	0	6	 inf	   47.917	   4.538	   0.642	  5.201	 1	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	0	6	 inf	   47.917	   6.382	   0.620	  7.022	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	0	6	 inf	   47.917	   4.361	   0.642	  5.024	 1	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	0	12	 inf	   47.917	   6.743	   0.642	  7.406	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	0	12	 inf	   47.917	   6.751	   0.610	  7.382	 2	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	0	12	 inf	   47.917	   6.370	   0.616	  7.007	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	0	12	 inf	   47.917	   6.511	   0.644	  7.175	 2	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	1	6	 inf	   47.917	   6.798	   0.654	  7.473	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	1	6	 inf	   47.917	   4.540	   0.620	  5.181	 1	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	1	6	 inf	   47.917	   6.303	   0.638	  6.962	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	1	6	 inf	   47.917	   4.202	   0.639	  4.862	 1	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	1	12	 inf	   47.917	   6.707	   0.636	  7.364	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	1	12	 inf	   47.917	   6.581	   0.643	  7.245	 2	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	1	12	 inf	   47.917	   6.313	   0.650	  6.984	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	1	12	 inf	   47.917	   6.204	   0.644	  6.869	 2	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	2	6	 inf	   47.917	   7.007	   0.642	  7.670	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	2	6	 inf	   47.917	   6.979	   0.646	  7.646	 2	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	2	6	 inf	   47.917	   6.649	   0.644	  7.315	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	2	6	 inf	   47.917	   6.623	   0.638	  7.282	 2	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	2	12	 inf	   47.917	   11.593	   0.639	  12.253	 4	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	2	12	 inf	   47.917	   13.943	   0.648	  14.612	 5	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	2	12	 inf	   47.917	   10.921	   0.641	  11.584	 4	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 1	2	12	 inf	   47.917	   13.004	   0.645	  13.669	 5	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	0	6	 inf	   47.917	   6.941	   0.641	  7.603	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	0	6	 inf	   47.917	   4.654	   0.642	  5.318	 1	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	0	6	 inf	   47.917	   6.668	   0.642	  7.331	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	0	6	 inf	   47.917	   4.489	   0.644	  5.154	 1	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	0	12	 inf	   47.917	   6.960	   0.657	  7.653	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	0	12	 inf	   47.917	   9.330	   0.649	  10.000	 3	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	0	12	 inf	   47.917	   6.658	   0.647	  7.326	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	0	12	 inf	   47.917	   8.747	   0.643	  9.411	 3	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	1	6	 inf	   47.917	   6.973	   0.638	  7.633	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	1	6	 inf	   47.917	   7.027	   0.645	  7.693	 2	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	1	6	 inf	   47.917	   6.651	   0.647	  7.319	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	1	6	 inf	   47.917	   6.617	   0.655	  7.298	 2	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	1	12	 inf	   47.917	   9.329	   0.643	  9.993	 3	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	1	12	 inf	   47.917	   11.599	   0.643	  12.263	 4	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	1	12	 inf	   47.917	   8.771	   0.642	  9.434	 3	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	1	12	 inf	   47.917	   10.882	   0.654	  11.562	 4	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	2	6	 inf	   47.917	   6.990	   0.643	  7.655	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	2	6	 inf	   47.917	   6.953	   0.645	  7.619	 2	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	2	6	 inf	   47.917	   6.648	   0.643	  7.312	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	2	6	 inf	   47.917	   6.606	   0.644	  7.271	 2	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	2	12	 inf	   47.917	   11.625	   0.638	  12.284	 4	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	2	12	 inf	   47.917	   13.921	   0.651	  14.599	 5	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	2	12	 inf	   47.917	   10.912	   0.645	  11.579	 4	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  8	 100	2	12	 inf	   47.917	   12.997	   0.643	  13.662	 5	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	0	6	 inf	   47.917	   6.965	   0.645	  7.635	 1	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	0	6	 inf	   47.917	   3.757	   0.654	  4.438	 0	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	0	6	 inf	   47.917	   7.665	   0.640	  8.326	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	0	6	 inf	   47.917	   3.839	   0.645	  4.505	 0	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	0	12	 inf	   47.917	   10.102	   0.642	  10.766	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	0	12	 inf	   47.917	   10.160	   0.645	  10.826	 2	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	0	12	 inf	   47.917	   7.603	   0.646	  8.270	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	0	12	 inf	   47.917	   5.716	   0.646	  6.383	 1	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	1	6	 inf	   47.917	   6.972	   0.644	  7.638	 1	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	1	6	 inf	   47.917	   6.957	   0.647	  7.626	 1	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	1	6	 inf	   47.917	   7.756	   0.648	  8.426	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	1	6	 inf	   47.917	   5.764	   0.644	  6.429	 1	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	1	12	 inf	   47.917	   10.192	   0.641	  10.854	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	1	12	 inf	   47.917	   6.948	   0.640	  7.609	 1	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	1	12	 inf	   47.917	   7.856	   0.644	  8.521	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	1	12	 inf	   47.917	   5.787	   0.641	  6.450	 1	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	2	6	 inf	   47.917	   10.074	   0.649	  10.745	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	2	6	 inf	   47.917	   3.762	   0.640	  4.423	 0	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	2	6	 inf	   47.917	   5.697	   0.645	  6.364	 1	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	2	6	 inf	   47.917	   3.839	   0.643	  4.503	 0	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	2	12	 inf	   47.917	   10.037	   0.645	  10.703	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	2	12	 inf	   47.917	   10.038	   0.639	  10.698	 2	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	2	12	 inf	   47.917	   7.667	   0.642	  8.331	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 1	2	12	 inf	   47.917	   5.746	   0.638	  6.405	 1	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	0	6	 inf	   47.917	   10.253	   0.647	  10.921	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	0	6	 inf	   47.917	   6.985	   0.657	  7.668	 1	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	0	6	 inf	   47.917	   7.789	   0.645	  8.456	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	0	6	 inf	   47.917	   5.802	   0.648	  6.471	 1	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	0	12	 inf	   47.917	   10.273	   0.639	  10.933	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	0	12	 inf	   47.917	   7.016	   0.641	  7.677	 1	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	0	12	 inf	   47.917	   7.880	   0.649	  8.550	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	0	12	 inf	   47.917	   5.784	   0.639	  6.444	 1	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	1	6	 inf	   47.917	   10.659	   0.646	  11.327	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	1	6	 inf	   47.917	   7.313	   0.640	  7.974	 1	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	1	6	 inf	   47.917	   6.142	   0.642	  6.805	 1	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	1	6	 inf	   47.917	   6.155	   0.649	  6.830	 1	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	1	12	 inf	   47.917	   10.774	   0.647	  11.442	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	1	12	 inf	   47.917	   7.318	   0.642	  7.981	 1	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	1	12	 inf	   47.917	   8.372	   0.641	  9.034	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	1	12	 inf	   47.917	   6.149	   0.641	  6.811	 1	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	2	6	 inf	   47.917	   6.930	   0.644	  7.596	 1	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	2	6	 inf	   47.917	   3.787	   0.641	  4.449	 0	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	2	6	 inf	   47.917	   7.671	   0.643	  8.336	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	2	6	 inf	   47.917	   3.848	   0.642	  4.511	 0	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	2	12	 inf	   47.917	   10.039	   0.645	  10.705	 2	571	0	0	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	2	12	 inf	   47.917	   6.844	   0.652	  7.522	 1	571	0	0	1	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	2	12	 inf	   47.917	   7.642	   0.644	  8.307	 2	571	0	1	0	0	0
0.260	0.500	1.000	-1.082	0.000	835	  56	 100	2	12	 inf	   47.917	   5.753	   0.641	  6.416	 1	571	0	1	1	0	0
0.260	0.500	1.000	-1.082	0.000	1024	  8	 1	0	6	 inf	   47.917	   6.992	   0.644	  7.657	 2	571	0	0	0	0	0


Warnning(3) :The estimated Number  of eigevalues is greater than N= 1024


Feast 3.0:  image size = 32 X 32  ,   # Sub-Intervals= 2

| Sub-Intervals| 		| -1.08 -- -0.258 -- 0 |
| List M0 |   		          | 298 -- 299 |


Parallel Feast Double

h 	 gm 	 fe 	 Emin 	 Emax 	 M0 	 #cnt 	 ratio 	 Meth 	 eps 	 PSNR0  	 PSNR 	 eig(s) 	 Split(s) 	 Total(s) 	 #iter 	 Nh % 	 info	 store_fact 	 cnvgce_trace_Resdl 	 guess_M0 % 	  Run_Q_M0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	0	6	 inf	   15.662	   12.195	   5.039	  17.292	 20	331	4	0	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	0	6	 inf	   15.662	   11.365	   3.661	  15.047	 20	331	4	0	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	0	6	 inf	   15.662	   6.251	   3.658	  9.930	 20	331	4	1	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	0	6	 inf	   15.662	   6.481	   3.660	  10.162	 20	331	4	1	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	0	12	 inf	   15.662	   11.668	   3.659	  15.347	 20	331	4	0	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	0	12	 inf	   15.662	   11.462	   3.653	  15.135	 20	331	4	0	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	0	12	 inf	   15.662	   6.521	   3.659	  10.200	 20	331	4	1	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	0	12	 inf	   15.662	   6.547	   3.668	  10.236	 20	331	4	1	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	1	6	 inf	   16.002	   11.456	   3.670	  15.147	 20	333	4	0	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	1	6	 inf	   16.002	   11.340	   3.722	  15.083	 20	333	4	0	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	1	6	 inf	   16.002	   6.324	   3.699	  10.037	 20	333	4	1	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	1	6	 inf	   16.002	   6.314	   3.698	  10.026	 20	333	4	1	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	1	12	 inf	   16.002	   11.224	   3.699	  14.937	 20	333	4	0	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	1	12	 inf	   16.002	   11.209	   3.696	  14.918	 20	333	4	0	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	1	12	 inf	   16.002	   6.324	   3.696	  10.033	 20	333	4	1	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	1	12	 inf	   16.002	   6.333	   3.697	  10.044	 20	333	4	1	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	2	6	 inf	   17.155	   1.633	   3.699	  5.353	 2	357	6	0	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	2	6	 inf	   17.155	   1.640	   3.694	  5.355	 2	357	6	0	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	2	6	 inf	   17.155	   1.144	   3.693	  4.858	 2	357	6	1	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	2	6	 inf	   17.155	   1.149	   3.692	  4.862	 2	357	6	1	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	2	12	 inf	   17.155	   1.634	   3.692	  5.347	 2	357	6	0	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	2	12	 inf	   17.155	   1.641	   3.691	  5.353	 2	357	6	0	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	2	12	 inf	   17.155	   1.152	   3.692	  4.864	 2	357	6	1	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 1	2	12	 inf	   17.155	   1.150	   3.693	  4.864	 2	357	6	1	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	0	6	 inf	   17.263	   1.631	   3.690	  5.342	 2	357	6	0	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	0	6	 inf	   17.263	   1.628	   3.688	  5.337	 2	357	6	0	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	0	6	 inf	   17.263	   1.150	   3.688	  4.859	 2	357	6	1	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	0	6	 inf	   17.263	   1.148	   3.689	  4.858	 2	357	6	1	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	0	12	 inf	   17.263	   1.622	   3.691	  5.333	 2	357	6	0	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	0	12	 inf	   17.263	   1.629	   3.687	  5.337	 2	357	6	0	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	0	12	 inf	   17.263	   1.149	   3.692	  4.862	 2	357	6	1	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	0	12	 inf	   17.263	   1.149	   3.689	  4.859	 2	357	6	1	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	1	6	 inf	   17.541	   1.626	   3.687	  5.335	 2	357	6	0	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	1	6	 inf	   17.541	   1.628	   3.687	  5.336	 2	357	6	0	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	1	6	 inf	   17.541	   1.147	   3.687	  4.855	 2	357	6	1	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	1	6	 inf	   17.541	   1.144	   3.688	  4.853	 2	357	6	1	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	1	12	 inf	   17.541	   1.625	   3.685	  5.331	 2	357	6	0	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	1	12	 inf	   17.541	   1.622	   3.686	  5.329	 2	357	6	0	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	1	12	 inf	   17.541	   1.148	   3.700	  4.878	 2	357	6	1	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	1	12	 inf	   17.541	   1.142	   3.686	  4.850	 2	357	6	1	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	2	6	 inf	   17.155	   1.628	   3.684	  5.333	 2	357	6	0	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	2	6	 inf	   17.155	   1.626	   3.686	  5.333	 2	357	6	0	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	2	6	 inf	   17.155	   1.145	   3.684	  4.850	 2	357	6	1	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	2	6	 inf	   17.155	   1.154	   3.684	  4.859	 2	357	6	1	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	2	12	 inf	   17.155	   1.629	   3.684	  5.334	 2	357	6	0	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	2	12	 inf	   17.155	   1.631	   3.683	  5.335	 2	357	6	0	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	2	12	 inf	   17.155	   1.147	   3.685	  4.853	 2	357	6	1	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  8	 100	2	12	 inf	   17.155	   1.147	   3.682	  4.850	 2	357	6	1	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  56	 1	0	6	 inf	   15.040	   48.827	   3.685	  52.533	 20	317	4	0	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  56	 1	0	6	 inf	   15.040	   48.916	   3.667	  52.597	 20	317	4	0	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  56	 1	0	6	 inf	   15.040	   14.137	   3.666	  17.816	 20	317	4	1	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  56	 1	0	6	 inf	   15.040	   14.060	   3.667	  17.741	 20	317	4	1	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  56	 1	0	12	 inf	   15.040	   48.874	   3.670	  52.558	 20	317	4	0	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  56	 1	0	12	 inf	   15.040	   48.908	   3.669	  52.590	 20	317	4	0	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  56	 1	0	12	 inf	   15.040	   14.284	   3.665	  17.963	 20	317	4	1	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  56	 1	0	12	 inf	   15.040	   14.199	   3.668	  17.880	 20	317	4	1	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  56	 1	1	6	 inf	   15.138	   48.856	   3.670	  52.539	 20	310	4	0	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  56	 1	1	6	 inf	   15.138	   48.797	   3.667	  52.478	 20	310	4	0	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  56	 1	1	6	 inf	   15.138	   14.062	   3.670	  17.745	 20	310	4	1	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  56	 1	1	6	 inf	   15.138	   14.122	   3.663	  17.798	 20	310	4	1	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  56	 1	1	12	 inf	   15.138	   48.664	   3.672	  52.350	 20	310	4	0	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  56	 1	1	12	 inf	   15.138	   48.607	   3.673	  52.294	 20	310	4	0	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  56	 1	1	12	 inf	   15.138	   14.191	   3.665	  17.870	 20	310	4	1	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  56	 1	1	12	 inf	   15.138	   14.111	   3.668	  17.793	 20	310	4	1	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  56	 1	2	6	 inf	   17.163	   6.950	   3.673	  10.636	 2	357	6	0	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  56	 1	2	6	 inf	   17.163	   6.950	   3.670	  10.633	 2	357	6	0	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  56	 1	2	6	 inf	   17.163	   3.561	   3.664	  7.238	 2	357	6	1	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  56	 1	2	6	 inf	   17.163	   3.569	   3.666	  7.248	 2	357	6	1	1	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  56	 1	2	12	 inf	   17.163	   6.961	   3.665	  10.647	 2	357	6	0	0	0	0
0.260	0.500	1.000	-1.082	-0.258	178	  56	 1	2	12	 inf	   17.163	   6.964	   3.664	  10.646	 2	357	6	0	1	0	0
