	 h 	 gm 	 fe 	 nb_cntr_point 	 eps 	 max_refin_loop 	 guess_M0 	 cnvgce_trace_Resdl 	 intgr_Gauss_Trapez_Zolot 	 cntr_ratio 	 Run_Q_M0 	 M0 	 Emin 	 Emax 	 Scaling_Emin 	 Found Emin 	 Found Emax 	 PSNR0 	 PSNR 	 MSE0 	 MSE	 Solver time  	 Totale time 	 EigenAnalysis % 	 #Iterations 	 Nh 	  info
	0.310000	0.500000	1.000000	1	6	30	0	1	0	10	0	500	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	9.496649	9.562894	99.307270	12	239	0
	0.310000	0.500000	1.000000	1	6	30	0	1	0	10	0	300	-0.912407	0.000000	3	-1.213984e-01	-7.649897e-01	inf	26.000587	0.000000	0.002512	13.280875	13.349496	99.485964	27	300	3
	0.310000	0.500000	1.000000	1	6	30	0	1	0	10	0	400	-0.912407	0.000000	3	-7.174451e-04	-7.758603e-01	inf	48.004200	0.000000	0.000016	16.335296	16.407256	99.561412	20	400	3
	0.310000	0.500000	1.000000	1	6	30	0	1	0	10	0	500	-0.912407	0.000000	3	-1.182719e-03	-7.758603e-01	inf	47.737305	0.000000	0.000017	24.096385	24.168436	99.701880	29	406	0
	0.310000	0.500000	1.000000	1	6	30	0	1	0	10	0	300	-1.520679	0.000000	5	-6.046139e-02	-7.758603e-01	inf	25.009527	0.000000	0.003155	2.096165	2.164774	96.830662	5	300	3
	0.310000	0.500000	1.000000	1	6	30	0	1	0	10	0	400	-1.520679	0.000000	5	-5.575005e-04	-7.758603e-01	inf	47.998314	0.000000	0.000016	20.841059	20.912890	99.656523	32	400	3
	0.310000	0.500000	1.000000	1	6	30	0	1	0	10	0	500	-1.520679	0.000000	5	-1.182713e-03	-7.758603e-01	inf	47.737278	0.000000	0.000017	26.241353	26.313224	99.726863	32	406	2
	0.310000	0.500000	1.000000	11	6	30	0	1	0	10	0	300	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	5.439618	5.506054	98.793404	4	239	0
	0.310000	0.500000	1.000000	11	6	30	0	1	0	10	0	400	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	6.234313	6.333396	98.435548	4	239	0
	0.310000	0.500000	1.000000	11	6	30	0	1	0	10	0	500	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	6.463114	6.536480	98.877593	4	239	0
	0.310000	0.500000	1.000000	11	6	30	0	1	0	10	0	300	-0.912407	0.000000	3	-1.182722e-03	-7.758603e-01	inf	17.947681	0.000000	0.016041	55.933213	56.001507	99.878049	32	285	2
	0.310000	0.500000	1.000000	11	6	30	0	1	0	10	0	400	-0.912407	0.000000	3	-1.182719e-03	-7.758603e-01	inf	35.930550	0.000000	0.000255	71.467392	71.538957	99.899963	32	394	2
	0.310000	0.500000	1.000000	11	6	30	0	1	0	10	0	500	-0.912407	0.000000	3	-1.182719e-03	-7.758603e-01	inf	47.737305	0.000000	0.000017	5.444541	5.516466	98.696182	3	406	0
	0.310000	0.500000	1.000000	11	6	30	0	1	0	10	0	300	-1.520679	0.000000	5	-1.299195e-03	-7.758603e-01	inf	17.329050	0.000000	0.018497	54.675843	54.780596	99.808777	32	287	2
	0.310000	0.500000	1.000000	11	6	30	0	1	0	10	0	400	-1.520679	0.000000	5	-1.182719e-03	-7.758603e-01	inf	37.449184	0.000000	0.000180	69.067328	69.138974	99.896374	32	398	2
	0.310000	0.500000	1.000000	11	6	30	0	1	0	10	0	500	-1.520679	0.000000	5	-1.182719e-03	-7.758603e-01	inf	47.737305	0.000000	0.000017	5.459255	5.531204	98.699216	3	406	0
	0.310000	0.500000	1.000000	1	6	30	0	1	0	50	0	300	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	15.953672	16.019994	99.586004	32	239	2
	0.310000	0.500000	1.000000	1	6	30	0	1	0	50	0	400	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	17.061112	17.127271	99.613721	21	239	0
	0.310000	0.500000	1.000000	1	6	30	0	1	0	50	0	500	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	11.793508	11.859687	99.441983	15	239	0
	0.310000	0.500000	1.000000	1	6	30	0	1	0	50	0	300	-0.912407	0.000000	3	-1.206859e-01	-7.565428e-01	inf	25.996954	0.000000	0.002514	15.886974	15.955349	99.571461	32	300	3
	0.310000	0.500000	1.000000	1	6	30	0	1	0	50	0	400	-0.912407	0.000000	3	-5.483688e-04	-7.758603e-01	inf	47.998104	0.000000	0.000016	20.678232	20.749899	99.654615	24	400	3
	0.310000	0.500000	1.000000	1	6	30	0	1	0	50	0	500	-0.912407	0.000000	3	-1.182719e-03	-7.758603e-01	inf	47.737305	0.000000	0.000017	26.070662	26.142489	99.725247	32	406	2
	0.310000	0.500000	1.000000	1	6	30	0	1	0	50	0	300	-1.520679	0.000000	5	-3.929655e-02	-7.758451e-01	inf	24.532633	0.000000	0.003522	2.051408	2.119820	96.772753	5	300	3
	0.310000	0.500000	1.000000	1	6	30	0	1	0	50	0	400	-1.520679	0.000000	5	-1.076208e-03	-7.758603e-01	inf	47.924706	0.000000	0.000016	20.758801	20.830578	99.655425	32	399	2
	0.310000	0.500000	1.000000	1	6	30	0	1	0	50	0	500	-1.520679	0.000000	5	-1.182615e-03	-7.758603e-01	inf	47.737156	0.000000	0.000017	26.212351	26.284183	99.726710	32	406	2
	0.310000	0.500000	1.000000	11	6	30	0	1	0	50	0	300	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	5.432722	5.499108	98.792786	4	239	0
	0.310000	0.500000	1.000000	11	6	30	0	1	0	50	0	400	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	7.145173	7.248556	98.573746	4	239	0
	0.310000	0.500000	1.000000	11	6	30	0	1	0	50	0	500	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	7.207333	7.273727	99.087207	4	239	0
	0.310000	0.500000	1.000000	11	6	30	0	1	0	50	0	300	-0.912407	0.000000	3	-2.784711e-02	-6.915334e-01	inf	20.672987	0.000000	0.008564	5.292274	5.360712	98.723340	4	300	3
	0.310000	0.500000	1.000000	11	6	30	0	1	0	50	0	400	-0.912407	0.000000	3	-4.859414e-03	-7.647975e-01	inf	43.065025	0.000000	0.000049	6.717490	6.827674	98.386212	4	400	3
	0.310000	0.500000	1.000000	11	6	30	0	1	0	50	0	500	-0.912407	0.000000	3	-1.182719e-03	-7.758603e-01	inf	47.737305	0.000000	0.000017	5.568365	5.640344	98.723854	3	406	0
	0.310000	0.500000	1.000000	11	6	30	0	1	0	50	0	300	-1.520679	0.000000	5	-3.021537e-02	-6.925703e-01	inf	20.714523	0.000000	0.008483	5.726771	5.835692	98.133537	4	300	3
	0.310000	0.500000	1.000000	11	6	30	0	1	0	50	0	400	-1.520679	0.000000	5	-5.098801e-03	-7.646867e-01	inf	42.991600	0.000000	0.000050	7.323356	7.407376	98.865727	4	400	3
	0.310000	0.500000	1.000000	11	6	30	0	1	0	50	0	500	-1.520679	0.000000	5	-1.182719e-03	-7.758603e-01	inf	47.737309	0.000000	0.000017	5.641550	5.713462	98.741358	3	406	0
	0.310000	0.500000	1.000000	1	6	30	0	1	0	90	0	300	-0.304136	0.000000	1	-1.182721e-03	-3.028505e-01	inf	11.568503	0.000000	0.069687	16.350377	16.458383	99.343762	32	239	2
	0.310000	0.500000	1.000000	1	6	30	0	1	0	90	0	400	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	21.871569	21.938044	99.696988	25	239	0
	0.310000	0.500000	1.000000	1	6	30	0	1	0	90	0	500	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	12.988876	13.055114	99.492627	16	239	0
	0.310000	0.500000	1.000000	1	6	30	0	1	0	90	0	300	-0.912407	0.000000	3	-7.717451e-02	-6.886773e-01	inf	25.298685	0.000000	0.002952	3.226231	3.294721	97.921226	7	300	3
	0.310000	0.500000	1.000000	1	6	30	0	1	0	90	0	400	-0.912407	0.000000	3	-2.815532e-03	-7.758603e-01	inf	47.968334	0.000000	0.000016	21.668792	21.740689	99.669298	32	399	2
	0.310000	0.500000	1.000000	1	6	30	0	1	0	90	0	500	-0.912407	0.000000	3	-1.182709e-03	-7.758603e-01	inf	47.737263	0.000000	0.000017	26.900713	26.972950	99.732187	32	406	2
	0.310000	0.500000	1.000000	1	6	30	0	1	0	90	0	300	-1.520679	0.000000	5	-4.078982e-02	-7.755171e-01	inf	24.506977	0.000000	0.003542	2.919096	2.987614	97.706600	7	300	3
	0.310000	0.500000	1.000000	1	6	30	0	1	0	90	0	400	-1.520679	0.000000	5	-3.328409e-03	-7.758603e-01	inf	47.469501	0.000000	0.000018	20.693026	20.764717	99.654746	32	397	2
	0.310000	0.500000	1.000000	1	6	30	0	1	0	90	0	500	-1.520679	0.000000	5	-1.177703e-03	-7.758603e-01	inf	47.736572	0.000000	0.000017	26.536082	26.608078	99.729421	32	406	2
	0.310000	0.500000	1.000000	11	6	30	0	1	0	90	0	300	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	5.475645	5.542031	98.802136	4	239	0
	0.310000	0.500000	1.000000	11	6	30	0	1	0	90	0	400	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	6.965827	7.031960	99.059540	4	239	0
	0.310000	0.500000	1.000000	11	6	30	0	1	0	90	0	500	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	7.942152	8.008452	99.172123	4	239	0
	0.310000	0.500000	1.000000	11	6	30	0	1	0	90	0	300	-0.912407	0.000000	3	-3.061232e-02	-6.926355e-01	inf	20.726185	0.000000	0.008460	5.628172	5.696819	98.794996	4	300	3
	0.310000	0.500000	1.000000	11	6	30	0	1	0	90	0	400	-0.912407	0.000000	3	-5.115988e-03	-7.646061e-01	inf	42.977245	0.000000	0.000050	7.291811	7.363666	99.024198	4	400	3
	0.310000	0.500000	1.000000	11	6	30	0	1	0	90	0	500	-0.912407	0.000000	3	-1.182719e-03	-7.758603e-01	inf	47.737309	0.000000	0.000017	5.616304	5.688395	98.732664	3	406	0
	0.310000	0.500000	1.000000	11	6	30	0	1	0	90	0	300	-1.520679	0.000000	5	-3.494416e-02	-6.952974e-01	inf	20.843824	0.000000	0.008234	5.605853	5.674442	98.791265	4	300	3
	0.310000	0.500000	1.000000	11	6	30	0	1	0	90	0	400	-1.520679	0.000000	5	-5.615216e-03	-7.651356e-01	inf	43.746601	0.000000	0.000042	9.804082	9.915907	98.872267	5	400	3
	0.310000	0.500000	1.000000	11	6	30	0	1	0	90	0	500	-1.520679	0.000000	5	-1.182719e-03	-7.758603e-01	inf	47.737305	0.000000	0.000017	5.441818	5.517510	98.628150	3	406	0
	0.310000	0.500000	1.000000	1	12	30	0	1	0	10	0	300	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	16.061380	16.127966	99.587139	32	239	2
	0.310000	0.500000	1.000000	1	12	30	0	1	0	10	0	400	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	18.491417	18.558475	99.638667	28	239	0
	0.310000	0.500000	1.000000	1	12	30	0	1	0	10	0	500	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	16.164603	16.230769	99.592341	20	239	0
	0.310000	0.500000	1.000000	1	12	30	0	1	0	10	0	300	-0.912407	0.000000	3	-1.213984e-01	-7.649897e-01	inf	26.000587	0.000000	0.002512	12.226008	12.294501	99.442898	27	300	3
	0.310000	0.500000	1.000000	1	12	30	0	1	0	10	0	400	-0.912407	0.000000	3	-7.174451e-04	-7.758603e-01	inf	48.004200	0.000000	0.000016	12.390516	12.462197	99.424812	20	400	3
	0.310000	0.500000	1.000000	1	12	30	0	1	0	10	0	500	-0.912407	0.000000	3	-1.182719e-03	-7.758603e-01	inf	47.737305	0.000000	0.000017	26.180152	26.252006	99.726291	32	406	2
	0.310000	0.500000	1.000000	1	12	30	0	1	0	10	0	300	-1.520679	0.000000	5	-6.046139e-02	-7.758603e-01	inf	25.009527	0.000000	0.003155	1.915332	1.983715	96.552782	5	300	3
	0.310000	0.500000	1.000000	1	12	30	0	1	0	10	0	400	-1.520679	0.000000	5	-5.575005e-04	-7.758603e-01	inf	47.998314	0.000000	0.000016	20.306831	20.378509	99.648267	32	400	3
	0.310000	0.500000	1.000000	1	12	30	0	1	0	10	0	500	-1.520679	0.000000	5	-1.182713e-03	-7.758603e-01	inf	47.737278	0.000000	0.000017	26.220404	26.292394	99.726195	32	406	2
	0.310000	0.500000	1.000000	11	12	30	0	1	0	10	0	300	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	5.580565	5.646932	98.824722	4	239	0
	0.310000	0.500000	1.000000	11	12	30	0	1	0	10	0	400	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	6.240901	6.307024	98.951597	4	239	0
	0.310000	0.500000	1.000000	11	12	30	0	1	0	10	0	500	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	6.441593	6.507734	98.983653	4	239	0
	0.310000	0.500000	1.000000	11	12	30	0	1	0	10	0	300	-0.912407	0.000000	3	-1.182722e-03	-7.758603e-01	inf	17.947681	0.000000	0.016041	56.743530	56.811463	99.880424	32	285	2
	0.310000	0.500000	1.000000	11	12	30	0	1	0	10	0	400	-0.912407	0.000000	3	-1.182719e-03	-7.758603e-01	inf	35.930550	0.000000	0.000255	74.328153	74.399730	99.903794	32	394	2
	0.310000	0.500000	1.000000	11	12	30	0	1	0	10	0	500	-0.912407	0.000000	3	-1.182719e-03	-7.758603e-01	inf	47.737305	0.000000	0.000017	8.194633	8.266694	99.128299	4	406	0
	0.310000	0.500000	1.000000	11	12	30	0	1	0	10	0	300	-1.520679	0.000000	5	-1.299195e-03	-7.758603e-01	inf	17.329050	0.000000	0.018497	55.241727	55.309600	99.877285	32	287	2
	0.310000	0.500000	1.000000	11	12	30	0	1	0	10	0	400	-1.520679	0.000000	5	-1.182719e-03	-7.758603e-01	inf	37.449184	0.000000	0.000180	68.878568	68.950087	99.896274	32	398	2
	0.310000	0.500000	1.000000	11	12	30	0	1	0	10	0	500	-1.520679	0.000000	5	-1.182719e-03	-7.758603e-01	inf	47.737305	0.000000	0.000017	8.128252	8.201264	99.109748	4	406	0
	0.310000	0.500000	1.000000	1	12	30	0	1	0	50	0	300	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	14.205223	14.272548	99.528291	32	239	2
	0.310000	0.500000	1.000000	1	12	30	0	1	0	50	0	400	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	19.700121	19.766390	99.664739	32	239	2
	0.310000	0.500000	1.000000	1	12	30	0	1	0	50	0	500	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	17.505260	17.571284	99.624252	22	239	0
	0.310000	0.500000	1.000000	1	12	30	0	1	0	50	0	300	-0.912407	0.000000	3	-1.206859e-01	-7.565428e-01	inf	25.996954	0.000000	0.002514	14.189487	14.257782	99.520998	32	300	3
	0.310000	0.500000	1.000000	1	12	30	0	1	0	50	0	400	-0.912407	0.000000	3	-5.483688e-04	-7.758603e-01	inf	47.998104	0.000000	0.000016	15.028710	15.140453	99.261958	24	400	3
	0.310000	0.500000	1.000000	1	12	30	0	1	0	50	0	500	-0.912407	0.000000	3	-1.182719e-03	-7.758603e-01	inf	47.737305	0.000000	0.000017	26.577849	26.663951	99.677085	32	406	2
	0.310000	0.500000	1.000000	1	12	30	0	1	0	50	0	300	-1.520679	0.000000	5	-3.929655e-02	-7.758451e-01	inf	24.532633	0.000000	0.003522	2.158951	2.227635	96.916726	5	300	3
	0.310000	0.500000	1.000000	1	12	30	0	1	0	50	0	400	-1.520679	0.000000	5	-1.076208e-03	-7.758603e-01	inf	47.924706	0.000000	0.000016	27.224206	27.296477	99.735237	32	399	2
	0.310000	0.500000	1.000000	1	12	30	0	1	0	50	0	500	-1.520679	0.000000	5	-1.182615e-03	-7.758603e-01	inf	47.737156	0.000000	0.000017	26.943513	27.015657	99.732955	32	406	2
	0.310000	0.500000	1.000000	11	12	30	0	1	0	50	0	300	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	5.640470	5.706925	98.835539	4	239	0
	0.310000	0.500000	1.000000	11	12	30	0	1	0	50	0	400	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	7.371900	7.438192	99.108761	4	239	0
	0.310000	0.500000	1.000000	11	12	30	0	1	0	50	0	500	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	7.357846	7.424216	99.106033	4	239	0
	0.310000	0.500000	1.000000	11	12	30	0	1	0	50	0	300	-0.912407	0.000000	3	-2.784711e-02	-6.915334e-01	inf	20.672987	0.000000	0.008564	5.673544	5.742200	98.804361	4	300	3
	0.310000	0.500000	1.000000	11	12	30	0	1	0	50	0	400	-0.912407	0.000000	3	-4.859414e-03	-7.647975e-01	inf	43.065025	0.000000	0.000049	7.169067	7.267458	98.646142	4	400	3
	0.310000	0.500000	1.000000	11	12	30	0	1	0	50	0	500	-0.912407	0.000000	3	-1.182719e-03	-7.758603e-01	inf	47.737305	0.000000	0.000017	8.688690	8.760972	99.174956	4	406	0
	0.310000	0.500000	1.000000	11	12	30	0	1	0	50	0	300	-1.520679	0.000000	5	-3.021537e-02	-6.925703e-01	inf	20.714523	0.000000	0.008483	5.472916	5.556726	98.491736	4	300	3
	0.310000	0.500000	1.000000	11	12	30	0	1	0	50	0	400	-1.520679	0.000000	5	-5.098801e-03	-7.646867e-01	inf	42.991600	0.000000	0.000050	6.826140	6.930621	98.492473	4	400	3
	0.310000	0.500000	1.000000	11	12	30	0	1	0	50	0	500	-1.520679	0.000000	5	-1.182719e-03	-7.758603e-01	inf	47.737305	0.000000	0.000017	10.974421	11.047617	99.337448	5	406	0
	0.310000	0.500000	1.000000	1	12	30	0	1	0	90	0	300	-0.304136	0.000000	1	-1.182721e-03	-3.028505e-01	inf	11.568503	0.000000	0.069687	14.971391	15.038728	99.552242	32	239	2
	0.310000	0.500000	1.000000	1	12	30	0	1	0	90	0	400	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	25.758327	25.866465	99.581938	32	239	2
	0.310000	0.500000	1.000000	1	12	30	0	1	0	90	0	500	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	21.517693	21.583750	99.693950	26	239	0
	0.310000	0.500000	1.000000	1	12	30	0	1	0	90	0	300	-0.912407	0.000000	3	-7.717451e-02	-6.886773e-01	inf	25.298685	0.000000	0.002952	3.201917	3.270339	97.907806	7	300	3
	0.310000	0.500000	1.000000	1	12	30	0	1	0	90	0	400	-0.912407	0.000000	3	-2.815532e-03	-7.758603e-01	inf	47.968334	0.000000	0.000016	27.114420	27.186197	99.735980	32	399	2
	0.310000	0.500000	1.000000	1	12	30	0	1	0	90	0	500	-0.912407	0.000000	3	-1.182709e-03	-7.758603e-01	inf	47.737263	0.000000	0.000017	26.809209	26.881243	99.732029	32	406	2
	0.310000	0.500000	1.000000	1	12	30	0	1	0	90	0	300	-1.520679	0.000000	5	-4.078982e-02	-7.755171e-01	inf	24.506977	0.000000	0.003542	3.225542	3.293957	97.923017	7	300	3
	0.310000	0.500000	1.000000	1	12	30	0	1	0	90	0	400	-1.520679	0.000000	5	-3.328409e-03	-7.758603e-01	inf	47.469501	0.000000	0.000018	28.448774	28.520515	99.748459	32	397	2
	0.310000	0.500000	1.000000	1	12	30	0	1	0	90	0	500	-1.520679	0.000000	5	-1.177703e-03	-7.758603e-01	inf	47.736572	0.000000	0.000017	26.710365	26.782379	99.731114	32	406	2
	0.310000	0.500000	1.000000	11	12	30	0	1	0	90	0	300	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	7.505566	7.571902	99.123920	5	239	0
	0.310000	0.500000	1.000000	11	12	30	0	1	0	90	0	400	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	7.038605	7.104733	99.069240	4	239	0
	0.310000	0.500000	1.000000	11	12	30	0	1	0	90	0	500	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	7.943171	8.009454	99.172438	4	239	0
	0.310000	0.500000	1.000000	11	12	30	0	1	0	90	0	300	-0.912407	0.000000	3	-3.061232e-02	-6.926355e-01	inf	20.726185	0.000000	0.008460	5.479796	5.548256	98.766099	4	300	3
	0.310000	0.500000	1.000000	11	12	30	0	1	0	90	0	400	-0.912407	0.000000	3	-5.115988e-03	-7.646061e-01	inf	42.977245	0.000000	0.000050	7.489155	7.585164	98.734253	4	400	3
	0.310000	0.500000	1.000000	11	12	30	0	1	0	90	0	500	-0.912407	0.000000	3	-1.182719e-03	-7.758603e-01	inf	47.737305	0.000000	0.000017	12.177965	12.261548	99.318331	5	406	0
	0.310000	0.500000	1.000000	11	12	30	0	1	0	90	0	300	-1.520679	0.000000	5	-3.494416e-02	-6.952974e-01	inf	20.843824	0.000000	0.008234	5.866100	5.939900	98.757553	4	300	3
	0.310000	0.500000	1.000000	11	12	30	0	1	0	90	0	400	-1.520679	0.000000	5	-5.615216e-03	-7.651356e-01	inf	43.746601	0.000000	0.000042	9.799363	9.872641	99.257768	5	400	3
	0.310000	0.500000	1.000000	11	12	30	0	1	0	90	0	500	-1.520679	0.000000	5	-1.182719e-03	-7.758603e-01	inf	47.737305	0.000000	0.000017	11.467637	11.542104	99.354823	5	406	0
	0.310000	0.500000	1.000000	1	6	40	0	1	0	10	0	300	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	16.687633	16.754673	99.599873	33	239	0
	0.310000	0.500000	1.000000	1	6	40	0	1	0	10	0	400	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	13.396271	13.463284	99.502253	16	239	0
	0.310000	0.500000	1.000000	1	6	40	0	1	0	10	0	500	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	9.689683	9.757109	99.308955	12	239	0
	0.310000	0.500000	1.000000	1	6	40	0	1	0	10	0	300	-0.912407	0.000000	3	-1.213984e-01	-7.649897e-01	inf	26.000587	0.000000	0.002512	12.946506	13.040910	99.276095	27	300	3
	0.310000	0.500000	1.000000	1	6	40	0	1	0	10	0	400	-0.912407	0.000000	3	-7.174451e-04	-7.758603e-01	inf	48.004200	0.000000	0.000016	12.426460	12.498042	99.427254	20	400	3
	0.310000	0.500000	1.000000	1	6	40	0	1	0	10	0	500	-0.912407	0.000000	3	-1.182719e-03	-7.758603e-01	inf	47.737305	0.000000	0.000017	23.525532	23.597258	99.696042	29	406	0
	0.310000	0.500000	1.000000	1	6	40	0	1	0	10	0	300	-1.520679	0.000000	5	-6.046139e-02	-7.758603e-01	inf	25.009527	0.000000	0.003155	2.049496	2.117771	96.776093	5	300	3
	0.310000	0.500000	1.000000	1	6	40	0	1	0	10	0	400	-1.520679	0.000000	5	-5.575005e-04	-7.758603e-01	inf	47.998314	0.000000	0.000016	20.982065	21.053731	99.659604	32	400	3
	0.310000	0.500000	1.000000	1	6	40	0	1	0	10	0	500	-1.520679	0.000000	5	-1.182719e-03	-7.758603e-01	inf	47.737305	0.000000	0.000017	34.346050	34.417764	99.791637	42	406	2
	0.310000	0.500000	1.000000	11	6	40	0	1	0	10	0	300	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	5.333904	5.400141	98.773421	4	239	0
	0.310000	0.500000	1.000000	11	6	40	0	1	0	10	0	400	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	5.973422	6.039447	98.906770	4	239	0
	0.310000	0.500000	1.000000	11	6	40	0	1	0	10	0	500	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	6.339339	6.405487	98.967322	4	239	0
	0.310000	0.500000	1.000000	11	6	40	0	1	0	10	0	300	-0.912407	0.000000	3	-1.182719e-03	-7.758603e-01	inf	18.054556	0.000000	0.015651	72.003518	72.071351	99.905881	42	287	2
	0.310000	0.500000	1.000000	11	6	40	0	1	0	10	0	400	-0.912407	0.000000	3	-1.182719e-03	-7.758603e-01	inf	36.233379	0.000000	0.000238	96.625093	96.696594	99.926057	42	395	2
	0.310000	0.500000	1.000000	11	6	40	0	1	0	10	0	500	-0.912407	0.000000	3	-1.182719e-03	-7.758603e-01	inf	47.737305	0.000000	0.000017	5.448270	5.520185	98.697237	3	406	0
	0.310000	0.500000	1.000000	11	6	40	0	1	0	10	0	300	-1.520679	0.000000	5	-1.193009e-03	-7.758603e-01	inf	17.657129	0.000000	0.017151	74.365707	74.433747	99.908590	42	291	2
	0.310000	0.500000	1.000000	11	6	40	0	1	0	10	0	400	-1.520679	0.000000	5	-1.182719e-03	-7.758603e-01	inf	38.372272	0.000000	0.000145	85.434545	85.506237	99.916156	37	400	3
	0.310000	0.500000	1.000000	11	6	40	0	1	0	10	0	500	-1.520679	0.000000	5	-1.182719e-03	-7.758603e-01	inf	47.737305	0.000000	0.000017	5.425949	5.497981	98.689847	3	406	0
	0.310000	0.500000	1.000000	1	6	40	0	1	0	50	0	300	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	19.529901	19.596133	99.662015	39	239	0
	0.310000	0.500000	1.000000	1	6	40	0	1	0	50	0	400	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	13.181498	13.247586	99.501132	21	239	0
	0.310000	0.500000	1.000000	1	6	40	0	1	0	50	0	500	-0.304136	0.000000	1	-1.182719e-03	-3.028505e-01	inf	11.568508	0.000000	0.069687	11.717117	11.783196	99.439211	15	239	0
	0.310000	0.500000	1.000000	1	6	40	0	1	0	50	0	300	-0.912407	0.000000	3	-1.206859e-01	-7.565428e-01	inf	25.996954	0.000000	0.002514	16.234284	16.302610	99.580888	32	300	3
	0.310000	0.500000	1.000000	1	6	40	0	1	0	50	0	400	-0.912407	0.000000	3	-5.483688e-04	-7.758603e-01	inf	47.998104	0.000000	0.000016	15.671693	15.743445	99.544243	24	400	3
	0.310000	0.500000	1.000000	1	6	40	0	1	0	50	0	500	-0.912407	0.000000	3	-1.182719e-03	-7.758603e-01	inf	47.737309	0.000000	0.000017	27.870669	27.942453	99.743101	34	406	0
	0.310000	0.500000	1.000000	1	6	40	0	1	0	50	0	300	-1.520679	0.000000	5	-3.929655e-02	-7.758451e-01	inf	24.532633	0.000000	0.003522	1.911838	1.980337	96.541051	5	300	3
	0.310000	0.500000	1.000000	1	6	40	0	1	0	50	0	400	-1.520679	0.000000	5	-4.879688e-04	-7.758603e-01	inf	47.994862	0.000000	0.000016	24.710876	24.782614	99.710530	39	400	3
